Author_id,Name
3753,"Illiad"" Frazer J.D."
3754,Nancy Friday
3755,Amanda Quick
3756,Gloria Steinem
3757,Lisa Carey
3758,Joanne Rock
3759,Andy Rathbone
3760,William J. Bennett
3761,Richard Parrish
3762,Trevanian
3763,Alan Bullock
3764,Mewa Ramgobin
3765,Lou Dubose
3766,Legs McNeil
3767,Gillian McCain
3768,Stephen Baker
3769,Jackie Geyer
3770,Lynne Withey
3771,Flavius Josephus
3772,Betty Radice
3773,Julian Barnes
3774,Kurt Wagenseil
3775,Thucydides
3776,Steven Lattimore
3777,Joe Klein
3778,Joan Didion
3779,Todd Gitlin
3780,Steven Fraser
3781,Neil Postman
3782,Pat Robertson
3783,Firoozeh Dumas
3784,Rosamunde Pilcher
3785,Cathleen Schine
3786,Francine Prose
3787,William Dietrich
3788,Ruby Jean Jensen
3789,John Derbyshire
3790,Thich Nhat Hanh
3791,Peter Levitt
3792,Jerry Spinelli
3793,Jeffrey Hudson
3794,Barbara Seranella
3795,Alice Blanchard
3796,Tracey West
3797,Margaret George
3798,Louis Begley
3799,Elizabeth Von Arnim
3800,Marilyn Wallace
3801,Cameron Tuttle
3802,Susannah Bettag
3803,T. Jefferson Parker
3804,Robert Morgan
3805,Paul Kemprecos
3806,Janet Groene
3807,Gordon Groene
3808,Eric Garcia
3809,Stuart Pawson
3810,Robert J. Ringer
3811,Gary Braver
3812,Stephen C. George
3813,Kenneth Winston Caine
3814,Men's Heal
3815,Steve Ettlinger
3816,James S Thayer
3817,Kristiana Gregory
3818,Abraham Verghese
3819,Robin Jarvis
3820,Colin Dann
3821,Ursula Moray Williams
3822,Sarah Mlynowski
3823,Michael Bergin
3824,Karen Templeton
3825,Linda Lenhoff
3826,Claire Cook
3827,Lauren Weisberger
3828,John Gray
3829,Silvana Klein
3830,Dirk Van Gunsteren
3831,Susan Sontag
3832,Reinhard Kaiser
3833,Peter K. Wehrli
3834,Fritz Krenn
3835,Tom Shachtman
3836,Waris Dirie
3837,Cathleen Miller
3838,Antoine Bello
3839,Claudia Kalscheuer
3840,Werner Burckhardt
3841,Verena Koch
3842,Heike Geißler
3843,Klaas Huizing
3844,Ingrid Noll
3845,Jürgen Abel
3846,Daniela Huzly
3847,Gregor Gysi
3848,Celia Fremlin
3849,Marcus Geiss And Henning Stegelmann
3850,Risa Mickenberg
3851,Joanne Dugan
3852,Brian
3853,Paul Zindel
3854,Alice Miller
3855,Philip Zaleski
3856,Paul Kaufman
3857,Dennis Covington
3858,Guido Eckert
3859,Siri Hustvedt
3860,Georges Montforez
3861,Antoine De Saint-Exupéry
3862,Higgins Clark
3863,Christopher Wallace
3864,Kunstmuseum Basel
3865,Rolf Fjelde
3866,Jerri Corgiat
3867,John Dalton
3868,Richard Matheson
3869,Marjorie Hudson
3870,M. Nelson Chunder
3871,Karanjit Siyan
3872,Chris Hare
3873,Wendell Odom
3874,Frommer
3875,Mike Lupica
3876,Ilya Ilf
3877,Eugene Petrov
3878,Evgenii Petrov
3879,Edward Bunker
3880,Yaakov Shabtai
3881,Ricarda Junge
3882,Bo Hampton
3883,Mark Kneece
3884,Andrew H. Vachss
3885,Catherine Millet
3886,Adriana Hunter
3887,Albert Schwarzenbach
3888,Anne Fadiman
3889,Christopher Frayling
3890,Edgar Allan Poe
3891,Groff Conklin
3892,Irv Docktor
3893,Calvin Tomkins
3894,Betty Edwards
3895,Bernard P. Chamberlain
3896,Lola Lemire Tostevin
3897,Nigel Tranter
3898,Gordon R. Dickson
3899,Joy Wilt Berry
3900,Laurence Shames
3901,Michele Dunaway
3902,Merline Lovelace
3903,Heather Macallister
3904,Debra Dixon
3905,Debra Carroll
3906,Mary Kirk
3907,Joey Light
3908,Kylie Brant
3909,Laura Gordon
3910,Emma Goldrick
3911,Goldrick
3912,Tracy Hughes
3913,Laurel Collins
3914,Diana Hall
3915,Kara Lennox
3916,Rita Herron
3917,Steve Martini
3918,Nina Beaumont
3919,Lisa Bingham
3920,Eve Gladstone
3921,Barbara Boswell
3922,Coughlin
3923,Kathleen Eagle
3924,Andrea Edwards
3925,Mindy Neff
3926,Rita Clay Estrada
3927,Brashear
3928,Dawson
3929,Joyce Carol Oates
3930,Darin Strauss
3931,Richard Bernstein
3932,Thomas Hine
3933,Jessica Hagedorn
3934,Philip K. Dike
3935,Gwen Lee
3936,Doris Elaine Sauter
3937,Tim Po
3938,Bernard E. Rollin
3939,Helen Stauffer Winter
3940,Maeve Brennan
3941,Mary D. Robertson
3942,Cherrie Moraga
3943,Andrea Carlisle
3944,Mary Narkiewicz
3945,Madonna Kolbenschlag
3946,Mimi Luebbermann
3947,Arlene S. Skolnick
3948,Jerome H. Skolnick
3949,Bella Abzug
3950,Susan Brownmiller
3951,Anne Wilson Schaef
3952,Charles M. Tatum
3953,Nicole Blackman
3954,Robin Bernstien
3955,Seth Clark Silberman
3956,Ruth Baetz
3957,Amanda Davis
3958,Jyl Lynn Felman
3959,Cynthia Kadohata
3960,Michael E. Gerber
3961,John Eldredge
3962,Padriac Colum
3963,Eileen Campbell
3964,Thomas R. P. Mielke
3965,Luciano De Crescenzo
3966,Linde Birk
3967,Morton Rhue
3968,A. A. Attanasio
3969,Patricia Hedges
3970,Patricia H. Hedges
3971,John Andrew Storey
3972,William Barrett
3973,Amber K
3974,Mary Daheim
3975,Holly-Jane Rahlens
3976,Michael Dibdin
3977,Anthony Burgess
3978,Fyodor Dostoevsky
3979,Constance Garnett
3980,Joseph Frank
3981,James Ryan
3982,Chico Buarque
3983,Alison Entrekin
3984,Gregory Rabassa
3985,Elizabeth Fishel
3986,Janette Turner Hospital
3987,Miguel Hernandez
3988,Jody Shields
3989,Alex Capus
3990,Stephen M. Wylen
3991,Bernhard W. Anderson
3992,Katheryn Pfisterer Darr
3993,Shmuley Boteach
3994,Herman Melville
3995,Tom Quirk
3996,James Preston Girard
3997,Michael Horowitz
3998,Vicki Marshall
3999,Sydne Heather Schinkel
4000,Thomas Charles Schinkel
4001,Melanie Rawn
4002,Jennifer Roberson
4003,Kate Elliott
4004,Orhan Pamuk
4005,Erdag Goknar
4006,Goldberry Long
4007,Kathleen Norris
4008,Ashley Warlick
4009,Gordon S. Haight
4010,Dinah Birch
4011,Kitty Ray
4012,Geraldine Brooks
4013,P. C. Cast
4014,KARLA /LANSDOWNE/SAVE HOCKER
4015,Judith A. Lansdowne
4016,H
4017,Sarah Gallick
4018,Maggie Haberman
4019,Jeane MacIntosh
4020,P. B. Ryan
4021,Maddy Hunter
4022,Sherrilyn Kenyon
4023,Jill Churchill
4024,Jenna McKnight
4025,Katie MacAlister
4026,Evelyn Vaughn
4027,T.R. Reid
4028,Kinley MacGregor
4029,Julia Quinn
4030,Stephen A. Bly
4031,Warren Dunford
4032,Albert Murray
4033,Elizabeth McCracken
4034,Nadine Gordimer
4035,E. M. Forster
4036,John Hersey
4037,Kate Flint
4038,Charlotte Brontë
4039,Michael Mason
4040,Thomas L. Long
4041,Theresa Nelson
4042,William Taylor
4043,Krandall Kraus
4044,Barrett Tillman
4045,Joyce M. Roche
4046,Marie Rodriguez
4047,Phyllis Schneider
4048,Rita Ciresi
4049,Leonard B. Scott
4050,Patricia Nell Warren
4051,Anthony Bonner
4052,Jess Stearn
4053,Jean-Christophe Rufin
4054,Torey Hayden
4055,Samuel R. Delany
4056,Stephen D. Allen
4057,Bob Davis
4058,Shirley
4059,Alesia Holliday
4060,Beatles
4061,Richard N. Patterson
4062,Richard L. Polese
4063,Peace Pilgrim
4064,Barbara Savage
4065,Loren Eiseley
4066,Gale E. Christianson
4067,James Bannon
4068,James O'Reilly
4069,Tara Austen Weaver
4070,Anne Calcagno
4071,Lesley Downer
4072,David Gates
4073,Thomas Scoville
4074,W. Somerset Maugham
4075,Somerset Maugham
4076,T.Coraghessan Boyle
4077,Nancy Alberts
4078,Karen Jerome
4079,Valerie Carnes
4080,Bruno Maddox
4081,Sandra Magsamen
4082,Robert Claiborne
4083,Hugh Prather
4084,Gerald Jampolsky
4085,Alice Randall
4086,Thomas Tryon
4087,L.P. Hartley
4088,Peter Quennell
4089,Gertrud Muel Nelson
4090,Michael Kunze
4091,John G. Fuller
4092,Charles Barry Townsend
4093,Barbara Hoberman Levine
4094,Jim Dreaver
4095,Barbara Graham
4096,Victoria Roberts
4097,Kevin Leman
4098,Lydia Adamson
4099,Margot Adler
4100,Terence Hanbury White
4101,Katherine Mosby
4102,Philippe Djian
4103,Kara Dalkey
4104,Kirsty Gunn
4105,Edward Gorey
4106,Mick Middles
4107,Melvyn Bragg
4108,Thomas Mann
4109,John E. Woods
4110,Michael Frayn
4111,Steve Jackson
4112,Ian Livingstone
4113,Will Randall
4114,James Hawes
4115,William Makepeace Thackeray
4116,Thomas De Quincey
4117,Alan Russell
4118,Douglas Lindsay
4119,Kathryn Wesley
4120,Richard L. Zettler
4121,Lee Horne
4122,Alexandra Fuller
4123,Bill Cleaver
4124,Vera Cleaver
4125,Christopher Wright
4126,Linda Bolton
4127,Dana Facaros
4128,Thomas Parsons
4129,Lily Tuck
4130,Harold Tarrant
4131,Hugh Tredennic
4132,Frans Haacken
4133,Eliyahu M. Goldratt
4134,Jeff Cox
4135,Bettine Von Arnim
4136,Till Raether
4137,Erich Kästner
4138,Jay Parini
4139,Alix Kates Shulman
4140,Emily Carmichael
4141,Phyllis A. Whitney
4142,Michael Wallner
4143,Corina Tettinger
4144,David Congalton
4145,Mary Alice Monroe
4146,Donald E. Knuth
4147,Graham Salisbury
4148,Martine Bates
4149,Sarah Masters Buckey
4150,Robert M. Pirsig
4151,Jack Henry Abbott
4152,Michio Kaku
4153,Robert O'Keefe
4154,Zolar
4155,Elizabeth Clare Prophet
4156,Patricia R. Spadaro
4157,Lewis Richmond
4158,Eckhart Tolle
4159,Erich Von Daniken
4160,Genevieve L. Paulson
4161,Jane Hope
4162,Borin Van Loon
4163,Rev Ray T. Malbrough
4164,Israel Regardie
4165,Melvin Morse
4166,Father Oscar Lukefahr CM
4167,R. J. Stewart
4168,Brother Lawrence
4169,Phyllis Galde
4170,Jan Fries
4171,Denise Linn
4172,Jack Hamm
4173,Kate Horsley
4174,Gary Quinn
4175,Jonathan Dee
4176,Marian Green
4177,Horik Svensson
4178,Llewellyn
4179,Donald Michael Kraig
4180,Andrew McGahan
4181,Kay Redfield Jamison
4182,Guy Damian-Knight
4183,Edward Shorter
4184,Elliot Perlman
4185,Jim Schutze
4186,Michael Dobbs
4187,Geoffrey Chaucer - Edited By A. C. Cawley
4188,Minfong Ho
4189,Nancy Madore
4190,Ursula K Le Guin
4191,Virgil
4192,David West
4193,Jean Rhys
4194,Whitley Strieber
4195,Karen Harper
4196,Amy R. Kaplan
4197,Michael Keller
4198,Jimmy Thapa
4199,Raymond Buckland
4200,Anna Maxted
4201,Jon Hassler
4202,Shannon Drake
4203,Robert Kornwise
4204,Linda Greenlaw
4205,Sheldon Vanauken
4206,Susan Polis Schutz
4207,Stephen Schutz
4208,Braun Lilian Jackson
4209,Alison Fraser
4210,Robyn Donald
4211,N. Richard Nash
4212,Wayne W Dyer
4213,Ford Madox Ford
4214,Brandon
4215,Jay Brandon
4216,Will Hobbs
4217,Witi Tame Ihimaera
4218,Luis Sepúlveda
4219,François Maspéro
4220,Landoll Inc.
4221,Alexandra Stoddard
4222,Marc Romano
4223,Margot Anand
4224,Scholastic Books
4225,Ellen Miles
4226,Ben M. Baglio
4227,Melinda Blanchard
4228,Robert Blanchard
4229,Anthony Gottlieb
4230,Richard Littlejohn
4231,Kimeron N. Hardin
4232,Marc-Edouard Nabe
4233,John Lantigua
4234,Ralph Waldo Emerson
4235,Robert Slater
4236,John Gardner
4237,Fred Vargas
4238,Irene B. Brand
4239,Stanley Appelbaum
4240,Adam Barrow
4241,Andrews
4242,Andrew Calcutt
4243,Alex Flinn
4244,Ian Small
4245,Michael Bernstein
4246,Scott Robertson
4247,Nick Danziger
4248,Mary Kay Ash
4249,Marguerite Kelly
4250,Elia Parsons
4251,Rebecca Hirsh
4252,Judith Zimmer
4253,Durell Godfrey
4254,Patricia A. McKillip
4255,Heinrich Boll
4256,Christel Rost
4257,Damien Simonis
4258,Daniel Robinson
4259,Tony Wheeler
4260,Cyril Collard
4261,Brigitte Chabrol
4262,Valérie Malfoy
4263,Jean-Noël Schifano
4264,Magnan
4265,Eudora Welty
4266,Vladimir Radunsky
4267,Bagram Ibatoulline
4268,Shelley Moore Thomas
4269,Jennifer Plecas
4270,Chris Hedges
4271,Julien Gracq
4272,Jerome Klapka Jerome
4273,Fédor Dostoïevski
4274,Alain Besançon
4275,Albert Mousset
4276,Montherlant
4277,Pam Frankau
4278,Richard Firstman
4279,Jamie Talan
4280,Harold Robbins
4281,Sam A. Donaldson Jr.
4282,Christine McGuire
4283,Carla Norton
4284,Allan Eckert
4285,Jack Womack
4286,Pierre Pelot
4287,Anne Damour
4288,Stéfan Zweig
4289,Dominique Autrand
4290,Clifford D. Simak
4291,Jerome K. Jerome
4292,Georges Simenon
4293,Rose-Marie Makino-Fayolle
4294,L. Sprague De Camp
4295,Lin Carter
4296,August William Derleth
4297,Sr. Mary Jean Dorcy
4298,J.N. Williamson
4299,Gary Null
4300,Sharan Newman
4301,A E Van Vogt
4302,Brady
4303,Earl B. McElfresh
4304,Adam Braver
4305,Piers Paul Read
4306,Sydney Omarr
4307,Carl Payne Tobey
4308,Leonard Barden
4309,Charles H. Goren
4310,Carole Bellacera
4311,Philipp Vandenberg
4312,Jeffery Hudson
4313,Birgit Schönberger
4314,Zoë Jenny
4315,A. L. Haskett
4316,Mary Jane Maffini
4317,Judith Arnold
4318,Barbara Keiler
4319,Christopher Paul Curtis
4320,Karin Fossum
4321,Joseph Garcia
4322,Burton White
4323,Yitta Halberstam
4324,Judith Leventhal
4325,Bernie S. Siegel
4326,Matt Ridley
4327,Thomas K. Landauer
4328,Syed Hussein Alatas
4329,Jennifer Worick
4330,Kerry Colburn
4331,Anne Higgins
4332,Millie Stamm
4333,Susan Ostrov Weisser
4334,Millie Criswell
4335,Heather McNamara
4336,Lois Keith
4337,E.D. Hirsch Jr.
4338,Mark Fuhrman
4339,N Collins
4340,Alan Titchmarsh
4341,Milligan
4342,Stephen Fry
4343,Jonathan Miller
4344,Dawna Walter
4345,Mark Franks
4346,Betty Bethards
4347,Jaclyn Grace
4348,James V. Hart
4349,Alan Aldrich
4350,D H Lawrence
4351,Fiona Walker
4352,Lance Armstrong
4353,Sally Jenkins
4354,Pam Young
4355,Peggy Jones
4356,Sena Jeter Naslund
4357,Roy Blount Jr.
4358,Edward Abbey
4359,Redmond O'Hanlon
4360,Evan Harris
4361,Shang Chun Shu Cun
4362,Matthew Bunson
4363,Page Bryant
4364,Dennis Wholey
4365,Jerome Charyn
4366,Barry Sears
4367,Bill Lawren
4368,Christian De La Huerta
4369,Matthew Fox
4370,Jim Morrison
4371,Christine Wiltz
4372,Michael Thomas Ford
4373,Tommy Tune
4374,Stuart Smalley
4375,Martin
4376,Ken Sprague
4377,Elan Golomb
4378,Alice A. Bailey
4379,Susan Forward
4380,Jim Davis
4381,Anne Fine
4382,Jean Booker
4383,Alice Mary Connally Fisk
4384,Michael Pollan
4385,Phyllis Richman
4386,Valerie Wolzien
4387,Bobbie Hinman
4388,Millie Snyder
4389,Beverly West
4390,Nancy Peske
4391,Jean Ure
4392,Karin Yapalater
4393,Nancy Star
4394,JoAnna Carl
4395,Laura Van Wormer
4396,Ginna Gray
4397,Helen R Myers
4398,Maira Kalman
4399,Tibor Kalman
4400,Steven Heller
4401,Frank O. Braynard
4402,Todd Strasser
4403,Pamela E. Apkarian-Russell
4404,Michael Wallis
4405,Suzanne Wallis
4406,Alex Kotlowitz
4407,Michael Savage
4408,Candice Bergen
4409,George Mair
4410,G. Garfield Crimmins
4411,Ann Linnea
4412,Barbara Sher
4413,Barbara Smith
4414,Fritz Eichenberg
4415,Phoebe McPhee
4416,Stephen Fuentes
4417,Melanie Munnell
4418,Wilson Rawls
4419,Margaret Peterson Haddix
4420,Willo Davis Roberts
4421,Barry Denenberg
4422,Gary A. Lippincott
4423,Tom Brokaw
4424,J. Lawler
4425,Fred Mustard Stewart
4426,Phil McGraw
4427,C. M. Woodhouse
4428,Rudolfo Anaya
4429,Anne Barone
4430,V. C. Andrews
4431,John Forbes
4432,Kay Allenbaugh
4433,Sonja Massie
4434,Susan Campbell Bartoletti
4435,Jeffrey D. Greene
4436,Stuart Friedman
4437,Joe Kraynak
4438,Cassandra King
4439,Jodi Picoult
4440,Stephen L. Carter
4441,Anchee Min
4442,Jillian Medoff
4443,Lisa Gornick
4444,Betsy Carter
4445,Kyle Mills
4446,Martin J. Smith
4447,Thomas French
4448,Nancy Taylor Rosenberg
4449,Shelby Yastrow
4450,Stanley Pottinger
4451,Amanda Ashley
4452,David Wiltse
4453,Sonia Icilyn
4454,McCoy Judi
4455,Charlaine Harris
4456,Suzanne Forster
4457,Alton Gansky
4458,Philip Kerr
4459,Stef Ann Holm
4460,Julian Symons
4461,Better Homes And Gardens Books
4462,Linda Hallam
4463,Swami Prabhavananda
4464,Frederick Manchester
4465,G & R Publishing
4466,Claire Folkard
4467,Abby Kanter
4468,Raymond Pierson
4469,Phil Gross
4470,Mike Gross
4471,Nilo Cruz
4472,Reed Arvin
4473,David Rosenfelt
4474,Giles Blunt
4475,Stephen Frey
4476,Austin Clarke
4477,Sue Henry
4478,James W. Hall
4479,Virginia Lanier
4480,James Grippando
4481,Stephen J. Cannell
4482,Stephen Cannell
4483,Robin  Cook
4484,Shane And Sheridan
4485, Jim. Screenplay Based On The B
4486,Hugh Cook
4487,Alien Stevens
4488,Jim DeFelice
4489,John J. Nance
4490,Matthew Reilly
4491,William Kent Krueger
4492,Michael Macdonald Mooney
4493,Allen Drury
4494,Michael Darkow
4495,Maria Elena Morgan
4496,Murray Bail
4497,Jim Karas
4498,Gay Hendricks
4499,Marilyn Vos Savant
4500,Curl
4501,Martin V. Riccardo
4502,Jana Marcus
4503,Katherine Ramsland
4504,Ruth Maran
4505,Gail Tsukiyama
4506,Jeanne Kalogridis
4507,Andrew X. Pham
4508,Catharina Day
4509,Malika Oufkir
4510,Michele Fitoussi
4511,Ros Schwartz
4512,Mckay Jenkins
4513,Patricia Wynn
4514,William Cohen
4515,Theresa Foy DiGeronimo
4516,Michael Alexander
4517,Kjersti Hoff Baez
4518,Ray Grigg
4519,Peter Albano
4520,Rod R. Butterworth
4521,Mickey Flodin
4522,Andrea Boeshaar
4523,Jane Orcutt
4524,Ashley McConnell
4525,Margaret
4526, Williams
4527, Michael
4528, Hickman
4529, Tracy
4530, Copyr
4531,R.A. Salvatore
4532,Lucretius
4533,Ronald E. Latham
4534,John Godwin
4535,Horace
4536,W. G. Shepherd
4537,Peter Mansfield
4538,Paul Halpern
4539,James Lowder
4540,John Keegan
4541,G. Lee Bowie
4542,Robert C. Solomon
4543,Meredith W. Michael
4544,Bill Pogue
4545,Rachel Bell
4546,Howard Peiper
4547,David Norbrook
4548,H. R. Woudhuysen
4549,Alice Notley
4550,L. E. Modesitt Jr.
4551,Rosemary  Edmonds
4552,Gerard Del Re
4553,Patricia Del Re
4554,Taisha Abelar
4555,Carlos Casteneda
4556,Michele Jamal
4557,Duong Thu Huong
4558,Phan Huy Duong
4559,Nina McPherson
4560,Emrys Jones
4561,Michael Tanner
4562,John T. Lawrence
4563,Frederick Busch
4564,Ian Kellam
4565,Nien Cheng
4566,Annie Dillard
4567,Ann Hood
4568,P J O'Rourke
4569,Antonio Skarmeta
4570,Katherine Silver
4571,ERNEST HEMINGWAY
4572,Pat Barker
4573,Martina Devlin
4574,Sandra Felton
4575,Rose Marie Nichols McGee
4576,Maggie Stuckey
4577,Linda Yang
4578,Alice Borchardt
4579,Marcelle Karp
4580,Debbie Stoller
4581,Inga Muscio
4582,Caroline G. Mercer
4583,Kylie Adams
4584,Sherryl Woods
4585,Christie Ridgway
4586,Patricia Cabot
4587,Donna Gillespie
4588,Beverly Brandt
4589,Lori Schiller
4590,Amanda Bennett
4591,John Milton
4592,Christopher Ricks
4593,Upton Sinclair
4594,Morris Dickstein
4595,Matthew J. Bruccoli
4596,Edmund Wilson
4597,Harold M. Silverman
4598,Henry Blackaby
4599,Richard Blackaby
4600,Silver RavenWolf
4601,Merlin Stone
4602,Matthew Ward
4603,Christopher Hammond
4604,John Hawkes
4605,Lindsay Faith Rech
4606,Steffie Hall
4607,Elizabeth Young
4608,Paul Rogat Loeb
4609,Alex Kava
4610,Alan Lightman
4611,Josephine Tey
4612,Todd Komarnicki
4613,Tina Wainscott
4614,Stephen Wright
4615,Joanne M. Dochterman PhD  RN  FAAN
4616,Gloria M. Bulec
4617,Elizabeth Jolley
4618,D. C. Brod
4619,John R. Riggs
4620,Gerald Petievich
4621,Charlotte MacLeod
4622,Jonathan Havard
4623,Neil Shulman
4624,Nei Shulman
4625,Peter Bebrandt
4626,Joseph Wambaugh
4627,Ed Greenwood
4628,Ursula LeGuin
4629,Richard Hescox
4630,Kirk Douglas
4631,Glenn Dakin
4632,Jeffrey Robinson
4633,Pierre Barbéris
4634,Richard Bohringer
4635,Andreï Kourkov
4636,Nathalie Amargier
4637,Christine Angot
4638,Zoé Valdés
4639,Djian
4640,W & M Hoffer
4641,Vitaliano Brancati
4642,Patrick Creagh
4643,Patrick Suskind
4644,Susan Hubbard
4645,Thomas Noguchi
4646,A. Lyons
4647,Andrea Camilleri
4648,Stephen Sartarelli
4649,Patrick Mccabe
4650,J.P. Carasso
4651,Alan Vanneman
4652,Jean Hager
4653,Odo Hirsch
4654,Glen Cook
4655,Jonathan Barry
4656,Jim Silke
4657,Rebecca Bradley
4658,Terry McGarry
4659,Mindy L. Klasky
4660,Nancy McKenzie
4661,Karin Lowachee
4662,K.W. Jeter
4663,Vivian Schilling
4664,W. Steven Brown
4665,Sharon Schulze
4666,Stanley Smith
4667,Tom Bullimore
4668,Derrick Niederman
4669,Hy C
4670,Elizabeth McGregor
4671,Ron Koertge
4672,Miguelanxo Prado
4673,Margaret Sayers Pe
4674,David Calder
4675,Stieg Retlin
4676,Pam Munoz Ryan
4677,Gerald L. Holmes
4678,Tasha Tudor
4679,Dean Hughes
4680,Janet Quin-Harkin
4681,Jane Harrington
4682,Joan Aiken
4683,Pat Marriott
4684,Robert C. O'Brien
4685,Zena Bernstein
4686,Nick West
4687,Colleen O'Shaughnessy McKenna
4688,Katherine Coville
4689,James Fenimore Cooper
4690,Irene Hunt
4691,Felice Holman
4692,Paul O. Zelinsky
4693,Lisa Norby
4694,Fernado Fernandez
4695,Rick North
4696,Mildred D. Taylor
4697,Robin Lawrie
4698,Leo And Diane Dillon
4699,Katherine Neville
4700,Monica Hughes
4701,Cameron Dokey
4702,Ellen Reymes
4703,Deborah Gregory
4704,Eliza Willard
4705,Dave McKean
4706,Andrew Matthews
4707,Girling
4708,Otto M. Frank
4709,Mirjam Pressler
4710,Susan Mas
4711,Stedman Graham
4712,Michel Houellebecq
4713,Frank Wynne
4714,Deborah Morgan
4715,Daniel W. Patterson
4716,Jean Ritchie
4717,Matt Groening
4718,Josie Lloyd
4719,Emlyn Rees
4720,Germaine Greer
4721,Henry Root
4722,Paul M. Angle
4723,Florence Scovel-Shinn
4724,Terry Alford
4725,Diana Culbertson
4726,Tim Wynne-Jones
4727,Brian Doyle
4728,Karleen Bradford
4729,Martha Brooks
4730,Diane Schoemperlen
4731,Christina Schwarz
4732,Molly Jong-Fast
4733,Shirley Jackson
4734,Rosemary Sutcliff
4735,Julie Reece Deaver
4736,Marilyn Butler
4737,Andre Norton
4738,Jacqueline Park
4739,Lindsey Davis
4740,Peter Tremayne
4741,Anne Eliot Crompton
4742,Marcus Stone
4743,John Bowen
4744,Jules Watson
4745,Harris
4746,Angela Doherty
4747,Nicholas Guild
4748,Kim Lewis
4749,Frank McDonald
4750,Dell Shannon
4751,Rachel Billington
4752,Iain Finlay
4753,B. Wilson
4754,Ashland Price
4755,Rosemary Edghill
4756,Emma Blair
4757,Matthew Kneale
4758,Marian Thurm
4759,John Peterman
4760,Cynthia Borris
4761,Martin Waddell
4762,Patrick Benson
4763,Ole Risom
4764,Sandra Boynton
4765,P.D. Eastman
4766,David Icke
4767,Rex Gibson
4768,N. Kantaris
4769,P.R.M. Oliver
4770,Dave Stern
4771,Marge Piercy
4772,Craig Nova
4773,Mark Le Fanu
4774,Ulrich Holbein
4775,Mark Childress
4776,Rudolf Hermstein
4777,Gemma Alexander
4778,Patricia Lewin
4779,Marti Leimbach
4780,Romain Gary (Émile Ajar)
4781,Donald J. Sobol
4782,Ted Enik
4783,Sushil Jajodia
4784,V. S. Subrahmanian
4785,Steve Cunningham
4786,Judson Rosebush
4787,Donnie O'Quinn
4788,Stephen Cosgrove
4789,Jesse Liberty
4790,Mark Cashman
4791,Christa Krüger
4792,Doris Dörrie
4793,Fanny Morweiser
4794,Colum McCann
4795,Donna W. Cross
4796,Wolfgang Neuhaus
4797,Jan Mehlum
4798,Jessica Andersen
4799,Leonard Wolf
4800,A. N. Roquelaure
4801,Barbara Hambly
4802,Prosper Mérimée
4803,Dietrich Schwanitz
4804,Cora Stephan
4805,Gregor Sander
4806,André Gide
4807,Raimund Theis
4808,Christine Stemmermann
4809,Pierre Joffroy
4810,Ulrich Kunzmann
4811,Stefan Zweig
4812,Friederike Mayröcker
4813,Alejo Carpentier
4814,Anneliese Botond
4815,Willy Breinholst
4816,Alan Durband
4817,Jean-Jacques Sempe
4818,Deborah Moggach
4819,Shulamit Lapid
4820,Christopher Dolley
4821,Elinor Lipman
4822,Lucius Shepard
4823,J. K. Potter
4824,Robert Kelley
4825,Walter Pruncel
4826,Klaus Müller
4827,Roberto Calasso
4828,Peter Fitzsimons
4829,Zecharia Sitchin
4830,Penthouse International
4831,Margaret Weis And Tracy Hickman
4832,Louise Voss
4833,Meredith Ann Pierce
4834,Kathryn M. Drennan
4835,W.S. Merwin
4836,Phil Hirsch
4837,Brian Buniak
4838,Deborah Scott
4839,David Poyer
4840,Barbara Seuling
4841,Rebecca O'Connell
4842,Hilary Jenkins
4843,Glen Grant
4844,Harry Crews
4845,Mike Miller
4846,Jan Brett
4847,Jerry W. Ward
4848,Tenaya Darlington
4849,Douglas Pagels
4850,Patricia Wayant
4851,Gary D. Chapman
4852,Larry Burkett
4853,The Editors Of People Magazine
4854,The Editors Of Peop
4855,The Editors Of Entertainment Weekly
4856,The Editors Of
4857,Joe Stahlkuppe
4858,Stormie Omartian
4859,Rita Dove
4860,Jewel
4861,Nikki Giovanni
4862,Tony Medina
4863,Louis Reyes Rivera
4864,Sonia Sanchez
4865,David Lehman
4866,Diana Barron
4867,Kirby Record
4868,Steven Ferry
4869,Tanya Petrovna
4870,Jean Krueger
4871,Joel Brouwer
4872,Donald W. Hayward
4873,Jeannette Eyerly
4874,Bill Buchanan
4875,Kandy Radzinski
4876,Jim Shepard
4877,George C. Williams
4878,William  Shakespeare
4879,A. R. Braunmuller
4880,Stephen  Or
4881,Joel Spring
4882,Rene Chartrand
4883,Patrice Courcelle
4884,Bill Younghusband
4885,Philip Haythornthwaite
4886,Bryan Fosten
4887,Richard Holmes
4888,George Guidall
4889,Dave Marinaccio
4890,Ralph Steadman
4891,Allison Pollack Alexander
4892,Jill Henry
4893,Nancy Block
4894,Janet Leigh
4895,Rachelle Nelson
4896,Charles R. Swindoll
4897,Steve Shagan
4898,Alex Beam
4899,Chris Kenry
4900,G.G. Marquez
4901,Charlotte Bingham
4902,Don Peppers
4903,Martha Rogers
4904,Michael Beres
4905,Kay
4906,Mary Kay Simmons
4907,Kathryn Lynn Davis
4908,P D James
4909,Marsha Boulton
4910,Bill H. Gates
4911,Bryan Cholfin
4912,Edith Pargeter
4913,Katharine Kerr
4914,Hugh Sebag-Montefiore
4915,Michael Lee West
